QID1	Position	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Comments	Gender	LGBTQ	UnderRep	Black	Asian	LatinX	MiddleEast	Native	HawaiiPI	White	Other	Ethnicity.text	Disability	Military	Academic_Class	Staff_wStudents	Faculty_rank	Faculty_appoint	Gender.exp	LGBTQ.text	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q19_1	Q19_4	Q19_5	Q19_6	Q19_7	Q19_8	Q19_9	Q19_10	Q19_11	Q19_12	Q19_13	Q19_14	Disability.text	role		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	3	3	3	4	2	3	2	3	2	4	2	2	1	2	5	1		1		"There is a serious lack of diversity at different levels of leadership positions at UT, including CSE and my department. Several important administrative positions are held by those who do not respect contributions from people from a different background or with a different perspective."	Response not listed (you'll have a chance to specify later)	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty	male																				Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	5	4	3	4	4	4	3	4	5	5	5	2	4		4		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	4	4	4	4	4		4	5	4	4	4	5	5		5			Response not listed (you'll have a chance to specify later)	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Assistant	Tenured or tenure-track faculty	Male																				Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	3	4	5	5	5	4	4	5	5	5	5	5	5	5		3	"The Cockrell School of Engineering has a very diverse community, it feels inclusive."	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	4	4	4	4	5	4	5	5	5	4	3	5				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	5	2	3	3	4	3	4	4	4	4	3	4	1	4		5		Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	3	2	3	2	3	4	2		2	3	3	3	3	4	2	3		3		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	5	4	4	5	5	4	4	3	5	3	3	5	3	5		5	"Dr. Nina Telang's impact on my life as a mentor has been very important for my resilience and self-confidence. I wish Cockrell students, in general, cared more about equity and diversity and sought out difficult conversations. I think that finding a way to weave in equity initiatives into engineering communications would be a good idea."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	2	4	4	3	3	4	4	4	4	4	4	4	4	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	3	4	4	4	4	4	4	4	4	4	5	4	4		4		Cisgender Man*	No	Yes	1	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	5	4	4	3	3	4	5	5	5	3	3	3		3		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2		1	I have created a great and personal connection with my academic coach who has helped me in my school work and given me great advise. I am so thankful for being a part of this school and a part of the Ramshorn Scholars Program.	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	3	2	4	4	4	3	4	4	5	4	4	3	3	5	4		4			Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4		3	3	4	4	4	4	3	4	4	4	5	4	2	4		4	I have not had a black or Hispanic professor so far in any of my engineering classes (Question 16 answer).	Cisgender Man*	No	Yes	1	0	1	0	0	0	0	FALSE		"Yes, I have a disability"	I have never served	3rd year undergraduate																		Mental Health/Psychological Condition						Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	4	3	3	4	4	4	3	3	5	5	5	5	4	4	4		3		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4		4			Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	5	5	5	4	5	4	4	5	5	5	4		5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	3	5			"I think the Dean's Office leadership is blamed for everything when they act on the input of chairs as well as the input of higher leadership.  Chairs  need to be supportive of the Dean and work to explain to staff and faculty why there are certain budget constraints and decisions made. I think administrative offices and academic advising units in the departments are understaffed and maybe departments need to be given more liberty to hire more staff.  Decentralization is better than centralization at CSE...it is too big.  That I have learned working with different departments. I think in terms of diversity, the CSE is great. They have been amazing in addressing current issues. The biggest issue for me is the understaffing of the academic advisors and administrative support staff."	Cisgender Woman*	No	Yes	0	0	1	0	1	0	1	FALSE		"Yes, I have a disability"	I have never served		Yes																					Other (please specify):	it is not a disability that impedes my work. It is congenital and it is not visible to the world.	Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"																					Cisgender Man*	No	No	0	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	2	2	3	1	2	3	2	3	1	2	3	3	2	4	2	1		3	"As a female Southeast Asian, it's rare to see individuals like me represented. Overall, there has been feelings of great disconnect between Cockrell and students (speaking from my personal experience) this school year. I feel that Cockrell staff have started shifting expectations towards normalcy (raising the workload, increasing stress) when compassion and consideration should be key. It's easy to experience a sense of inadequacy when successes and achievements of others are flaunted, while resources for those who need support are mentioned but rarely highlighted."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"Yes, I have a disability"	I have never served	3rd year undergraduate																		Mental Health/Psychological Condition						Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	2	2	4	1	1	1	1	1	1	1	1	3	3	5	1	1		3	There is no one who looks like me. Rarely any Latinx women professors or TAs. I also think engineering professors are pretty apathetic. Engineering professors should learn from COLA professors because a lot of them are excited to teach and care about their students. Only professor who has really proven to be like this is Dr. Chang and Dr. Connolly.	Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	4	4	4	4	4	4	4	4	4	4	4	5	3	4	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	2	3	3	4	4	4	4	4	4	4	3	3	2	2	5	4		5			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	3	2	4	2	1	2	2	3	4	4	4	3	3	4	1	3		2	"Those with SSD accommodations are said to be understood, but many teachers still don’t understand what the accommodations actually mean or are for."	Cisgender Man*	No	No	0	0	0	0	0	0	1	TRUE	European	"Yes, I have a disability"	I have never served	1st year undergraduate												Attention Deficit/Hyperactivity Disorder	Asperger's/Autism Spectrum											Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	3	2	3	2	4	3	3	4	5	4	4	4	5	5	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	3	4	4	4	3	4	4	5	5	5	5	4		4	"The current  BME curriculum feels neither respectful nor representative of all BME students’ interests, goals, and ambitions. It needs to change. This is imperative and an utmost priority that the department should have addressed years ago, but the department continues to ignore the voices and opinions of its own students."				0	0	0	0	0	0	0	FALSE																												NA		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	5	4	4	5	4	4	4	5	4	5	5	4	4	4		5					0	0	0	0	0	0	0	FALSE																												NA		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3		4	4	4	3	3		4	3	4	3	4	4		5		4					0	0	0	0	0	0	0	FALSE																												NA		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	2	3	3	3	4	4	4	4	4	4	4	4	4	4	2	3		3		Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served																									NA		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	2	1	1	1	1	1	1	1	3	3	3	3	3	4	4	1		1					0	0	0	0	0	0	0	FALSE																												NA		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	5	5	5	5	5	5	5	5	5	4	5	5	3	5	5	#N/A	5	#N/A	Cisgender Man*	Yes	No	0	0	0	0	0	0	1	FALSE	#N/A	"No, I do not have a disability"	I have never served	PhD student	#N/A	#N/A	#N/A	#N/A	"Mostly straight, bit bi"	5	5	5	5	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Graduate	FALSE	Bisexual
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	4	2	4	4	3	3	5	3	5	2	2	3	3	4	4	5	#N/A	#N/A	#N/A	Cisgender Woman*	Yes	No	0	0	0	0	0	0	1	FALSE	#N/A	"No, I do not have a disability"	I have never served	#N/A	Yes	#N/A	#N/A	#N/A	#N/A	2	2	2	2	4	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Staff	FALSE	Undisclosed
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	5	4	5	5	4	4	2	5	4	4	5	5	5	5	#N/A	5	#N/A	Cisgender Man*	Yes	No	0	0	0	0	0	0	1	FALSE	#N/A	"No, I do not have a disability"	I have never served	4th year undergraduate	#N/A	#N/A	#N/A	#N/A	Gay	5	4	4	5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Undergraduate	FALSE	Gay
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	5	2	5	4	4	4	5	4	5	5	5	5	5	5	5	#N/A	#N/A	#N/A	Cisgender Woman*	Yes	No	0	0	0	0	0	0	1	FALSE	#N/A	"No, I do not have a disability"	I have never served	#N/A	Yes	#N/A	#N/A	#N/A	Bisexual	3	4	2	3	4	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Staff	FALSE	Bisexual
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	1	1	1	4	1	1	1	4	4	1	1	1	1	1	3	1	1	#N/A	1	#N/A	Nonbinary/Gender Non-Conforming	Yes	Yes	1	0	1	0	0	0	0	FALSE	#N/A	"Yes, I have a disability"	I have never served	3rd year undergraduate	#N/A	#N/A	#N/A	#N/A	"Gender fluid, pansexual"	1	1	1	1	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Mental Health/Psychological Condition	#N/A	#N/A	#N/A	#N/A	#N/A	Undergraduate	FALSE	Pansexual
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	3	5	2	5	5	4	3	4	3	2	2	3	4	2	5	#N/A	#N/A	#N/A	Cisgender Woman*	Yes	Yes	1	0	0	0	0	0	1	FALSE	#N/A	"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"	#N/A	Yes	#N/A	#N/A	#N/A	Lesbian	4	4	2	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Staff	FALSE	Lesbian
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	3	3	2	3	3	3	3	3	4	3	2	2	2	5	2	4	#N/A	#N/A	#N/A	Cisgender Woman*	Yes	Yes	0	0	1	0	0	0	0	FALSE	#N/A	"No, I do not have a disability"	I have never served	#N/A	No	#N/A	#N/A	#N/A	Gay	5	5	2	2	5	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Staff	FALSE	Gay
